<NUMBER OF ZONES> 132											
<NUMBER OF NODES> 28290											
<FIRST THRU NODE> 1											
<NUMBER OF LINKS> 28064											
<END OF METADATA>											
											
											
~	Init Node	Term Node	capacity	length	free flow time	B	power	SpeedLimit	Toll	Type	;
	1800409	1800209	537600.0213	2.172614438	0.000667322	1	4	0	0	1	;
	1800410	1800209	492800.0108	0.949512918	3.89592E-06	1	4	0	0	1	;
	1800411	1800276	112000	5.133807452	9.49936E-05	1	4	0	0	1	;
	1800412	1800719	112000	12.37585545	0.001790887	1	4	0	0	1	;
	1800413	1800414	492800.0108	3.910706027	0.000207108	1	4	0	0	1	;
	1800414	1800221	156799.9973	3.202594575	2.86073E-05	1	4	0	0	1	;
	1800414	1800232	492800.0108	3.443996329	0.000571254	1	4	0	0	1	;
	1800415	1800399	112000	0.965606438	0.000139731	1	4	0	0	1	;
	1800415	1800754	112000	0.740298253	1.36981E-05	1	4	0	0	1	;
	1800416	1800185	156799.9973	14.87033819	6.10141E-05	1	4	0	0	1	;
	1800417	1800725	134400.0054	4.02336	3.59388E-05	1	4	0	0	1	;
	1800417	1800629	134400.0054	24.7356171	0.003579445	1	4	0	0	1	;
	1800418	1800155	134400.0054	5.117714027	4.57142E-05	1	4	0	0	1	;
	1800418	1800420	112000	3.653210849	5.37545E-05	1	4	0	0	1	;
	1800419	1800723	537600.0213	2.703697836	2.78188E-05	1	4	0	0	1	;
	1800420	1800421	537600.0213	1.544970205	6.33913E-06	1	4	0	0	1	;
	1800421	1800154	156799.9973	3.122127452	3.21241E-05	1	4	0	0	1	;
	1800421	1800419	156799.9973	0.450616322	4.64004E-06	1	4	0	0	1	;
	1800422	80	156799.9973	16.54405589	0.000170192	1	4	0	0	1	;
	1800422	1800300	112000	13.93691879	0.000458338	1	4	0	0	1	;
	1800423	1800080	134400.0054	0.128747517	5.28261E-07	1	4	0	0	1	;
	1800424	1800425	492800.0108	2.462296274	2.77599E-05	1	4	0	0	1	;
	1800425	1800086	492800.0108	0.901232644	1.01605E-05	1	4	0	0	1	;
	1800426	1800427	492800.0108	2.301361836	0.000121878	1	4	0	0	1	;
	1800427	1800428	537600.0213	2.961193014	1.215E-05	1	4	0	0	1	;
	1800428	1800425	134400.0054	1.931212877	1.72506E-05	1	4	0	0	1	;
	1800428	1800656	156799.9973	2.220894712	2.28688E-05	1	4	0	0	1	;
	1800429	1800165	112000	13.96910641	0.00012478	1	4	0	0	1	;
	1800429	1800242	112000	13.45411529	0.000248949	1	4	0	0	1	;
	1800430	1800082	156799.9973	5.455676329	0.003336218	1	4	0	0	1	;
	1800431	1800076	156799.9973	3.508370027	0.001497629	1	4	0	0	1	;
	1800431	1800430	156799.9973	0.595457288	0.000536016	1	4	0	0	1	;
	1800432	1800593	537600.0213	0.901232644	3.69782E-06	1	4	0	0	1	;
	1800432	1800434	112000	0.209214712	1.59308E-05	1	4	0	0	1	;
	1800433	1800603	156799.9973	2.397922575	0.000293263	1	4	0	0	1	;
	1800434	1800594	156799.9973	0.177027839	1.58131E-06	1	4	0	0	1	;
	1800434	1800604	112000	0.209214712	3.02755E-05	1	4	0	0	1	;
	1800435	1800593	112000	1.158727726	2.14406E-05	1	4	0	0	1	;
	1800435	1800432	112000	0.595457288	8.61698E-05	1	4	0	0	1	;
	1800436	1800068	112000	0.627644137	0.000800488	1	4	0	0	1	;
	1800437	1800506	112000	0.498896644	0.000620097	1	4	0	0	1	;
	1800437	1800598	112000	0.386242551	8.08782E-05	1	4	0	0	1	;
	1800438	1800439	537600.0213	2.043866849	0.001050059	1	4	0	0	1	;
	1800438	1800442	492800.0108	0.305775356	0.000389984	1	4	0	0	1	;
	1800439	1800087	537600.0213	2.896819123	0.003501042	1	4	0	0	1	;
	1800440	1800433	112000	3.846332329	0.000470423	1	4	0	0	1	;
	1800441	1800599	537600.0213	10.3319886	4.23929E-05	1	4	0	0	1	;
	1800444	1800445	112000	1.512783356	2.38117E-05	1	4	0	0	1	;
	1800445	1800436	112000	0.402336	0.000369376	1	4	0	0	1	;
	1800446	1800436	112000	2.156521014	0.000600151	1	4	0	0	1	;
	1800447	1800435	112000	4.988966247	9.23135E-05	1	4	0	0	1	;
	1800450	1800005	134400.0054	0.498896644	0.000207587	1	4	0	0	1	;
	1800451	1800660	112000	7.773131397	0.006360367	1	4	0	0	1	;
	1800451	1800661	112000	5.825825096	0.000107798	1	4	0	0	1	;
	1800452	1800454	112000	7.547823452	0.000139661	1	4	0	0	1	;
	1800452	1800794	112000	6.694870794	0.005697974	1	4	0	0	1	;
	1800454	1800341	112000	2.478389699	0.001219513	1	4	0	0	1	;
	1800455	1800104	537600.0213	2.414016	0.001602918	1	4	0	0	1	;
	1800455	432	112000	12.98740559	0.011053567	1	4	0	0	1	;
	1800456	1800640	134400.0054	0.434522897	6.39371E-06	1	4	0	0	1	;
	1800456	1800566	134400.0054	1.110447356	0.001342068	1	4	0	0	1	;
	1800457	1800129	112000	39.79907638	0.000736424	1	4	0	0	1	;
	1800458	1800136	112000	28.54976219	0.000528272	1	4	0	0	1	;
	1800458	1800129	112000	0.466709747	8.63578E-06	1	4	0	0	1	;
	1800459	1800462	112000	37.49771397	0.001709557	1	4	0	0	1	;
	1800459	1800458	112000	0.531083541	0.000362447	1	4	0	0	1	;
	1800460	1800162	112000	1.013886712	1.14257E-05	1	4	0	0	1	;
	1800461	1800167	156799.9973	30.80284318	0.000275147	1	4	0	0	1	;
	1800464	1800462	112000	4.329135452	8.01043E-05	1	4	0	0	1	;
	1800465	1800466	112000	14.33925479	0.001411787	1	4	0	0	1	;
	1800467	1800410	112000	2.655417562	0.000121039	1	4	0	0	1	;
	1800468	1800299	492800.0108	0.788578575	2.38763E-05	1	4	0	0	1	;
	1800469	1800204	112000	4.119920548	7.62331E-05	1	4	0	0	1	;
	1800470	1800233	156799.9973	7.644384	0.001600686	1	4	0	0	1	;
	1800470	1800473	156799.9973	1.207008	0.000751726	1	4	0	0	1	;
	1800471	1800396	112000	9.205447342	0.000302924	1	4	0	0	1	;
	1800473	1800280	156799.9973	10.97572636	0.007287663	1	4	0	0	1	;
	1800474	1800226	134400.0054	0.997793288	8.91282E-06	1	4	0	0	1	;
	1800474	1800473	156799.9973	0.096560638	8.62531E-07	1	4	0	0	1	;
	1800475	1800474	156799.9973	10.57339036	9.44472E-05	1	4	0	0	1	;
	1800476	1800187	537600.0213	11.55508964	0.001672137	1	4	0	0	1	;
	1800476	1800477	537600.0213	0.080467201	6.12832E-06	1	4	0	0	1	;
	1800477	1800211	537600.0213	8.272027945	3.39407E-05	1	4	0	0	1	;
	1800477	1800197	537600.0213	0.064373759	3.23898E-05	1	4	0	0	1	;
	1800478	1800516	156799.9973	1.464503082	6.00896E-06	1	4	0	0	1	;
	1800479	1800480	134400.0054	1.432316137	1.27942E-05	1	4	0	0	1	;
	1800480	1800132	112000	29.88551759	0.009507646	1	4	0	0	1	;
	1800480	1800484	134400.0054	2.236988137	0.000170345	1	4	0	0	1	;
	1800481	1800532	156799.9973	3.540556877	5.20969E-05	1	4	0	0	1	;
	1800481	1800773	112000	2.414016	0.001240397	1	4	0	0	1	;
	1800482	1800609	134400.0054	0.708111356	1.04194E-05	1	4	0	0	1	;
	1800482	1800483	112000	2.526670164	0.006741521	1	4	0	0	1	;
	1800484	1800367	134400.0054	20.37429479	0.007400263	1	4	0	0	1	;
	1800485	434	112000	11.76430455	0.000217681	1	4	0	0	1	;
	1800485	1800728	112000	4.924592548	9.11224E-05	1	4	0	0	1	;
	1800486	1800627	156799.9973	2.768071726	1.13576E-05	1	4	0	0	1	;
	1800486	1800628	112000	18.00855868	0.000333222	1	4	0	0	1	;
	1800487	1800010	112000	20.90537819	0.000386823	1	4	0	0	1	;
	1800488	1800788	112000	4.473976274	0.001624994	1	4	0	0	1	;
	1800489	1800020	156799.9973	1.818558712	7.46168E-06	1	4	0	0	1	;
	1800489	1800499	134400.0054	1.689811123	0.000280371	1	4	0	0	1	;
	1800490	1800022	134400.0054	16.6245234	0.000101351	1	4	0	0	1	;
	1800491	1800245	112000	31.80063781	0.000588424	1	4	0	0	1	;
	1800492	1800096	112000	10.6538571	0.006970164	1	4	0	0	1	;
	1800495	1800674	156799.9973	1.094353932	4.49022E-06	1	4	0	0	1	;
	1800496	1800774	156799.9973	27.11744701	0.000399015	1	4	0	0	1	;
	1800496	1800531	156799.9973	2.076053699	3.05477E-05	1	4	0	0	1	;
	1800498	1800489	134400.0054	1.963399726	0.002440387	1	4	0	0	1	;
	1800499	1800490	134400.0054	3.057753562	1.86414E-05	1	4	0	0	1	;
	1800503	1800363	134400.0054	0.434522897	6.39371E-06	1	4	0	0	1	;
	1800504	1800019	156799.9973	22.38597479	0.00425545	1	4	0	0	1	;
	1800504	1800503	156799.9973	0.531083541	5.48367E-06	1	4	0	0	1	;
	1800506	1800597	112000	3.460089753	0.001846134	1	4	0	0	1	;
	1800507	1800277	134400.0054	0.627644137	2.57527E-06	1	4	0	0	1	;
	1800507	1800278	156799.9973	1.480596507	9.02639E-06	1	4	0	0	1	;
	1800511	1800080	156799.9973	0.64373761	2.6413E-06	1	4	0	0	1	;
	1800512	1800424	492800.0108	25.33107419	0.000103935	1	4	0	0	1	;
	1800512	1800511	134400.0054	0.418429425	7.95558E-05	1	4	0	0	1	;
	1800513	1800423	134400.0054	0.981699863	7.47559E-05	1	4	0	0	1	;
	1800513	1800512	134400.0054	0.225308161	3.73743E-05	1	4	0	0	1	;
	1800514	1800654	112000	22.67565721	0.00041958	1	4	0	0	1	;
	1800514	1800161	112000	1.512783356	2.79918E-05	1	4	0	0	1	;
	1800516	1800135	156799.9973	23.2711143	9.54831E-05	1	4	0	0	1	;
	1800520	1800259	112000	12.61725721	0.001543097	1	4	0	0	1	;
	1800522	1800304	112000	6.163787397	0.000114052	1	4	0	0	1	;
	1800526	1800156	112000	0.048280319	8.00896E-06	1	4	0	0	1	;
	1800527	1800435	112000	0.144840966	2.68007E-06	1	4	0	0	1	;
	1800528	1800529	112000	0.144840966	4.76186E-06	1	4	0	0	1	;
	1800529	1800131	134400.0054	0.273588483	9.003E-06	1	4	0	0	1	;
	1800530	1800528	112000	27.03697797	0.00050028	1	4	0	0	1	;
	1800530	1800083	112000	1.190914575	5.43434E-05	1	4	0	0	1	;
	1800531	1800131	156799.9973	0.24140161	3.79677E-06	1	4	0	0	1	;
	1800532	1800279	156799.9973	0.788578575	1.16034E-05	1	4	0	0	1	;
	1800533	1800354	537600.0213	2.929006164	1.20179E-05	1	4	0	0	1	;
	1800538	1800204	112000	10.01011934	0.000147292	1	4	0	0	1	;
	1800539	1800202	134400.0054	0.289681932	2.20574E-05	1	4	0	0	1	;
	1800539	1800540	134400.0054	0.337962229	6.2535E-06	1	4	0	0	1	;
	1800541	1800409	537600.0213	14.85424438	6.09481E-05	1	4	0	0	1	;
	1800541	1800173	268800.0108	8.175467397	0.000999911	1	4	0	0	1	;
	1800543	1800331	112000	21.35599562	0.002611932	1	4	0	0	1	;
	1800546	1800547	448000	0.225308161	2.01257E-06	1	4	0	0	1	;
	1800547	1800757	448000	4.473976274	3.99639E-05	1	4	0	0	1	;
	1800549	1800256	492800.0108	1.287475219	5.28261E-06	1	4	0	0	1	;
	1800550	1800274	492800.0108	0.724204781	2.97147E-06	1	4	0	0	1	;
	1800552	1800235	537600.0213	0.128747517	5.28261E-07	1	4	0	0	1	;
	1800553	1800235	156799.9973	0.064373759	7.87282E-06	1	4	0	0	1	;
	1800554	1800190	537600.0213	12.24710805	0.006534418	1	4	0	0	1	;
	1800556	1800274	537600.0213	1.754185014	1.06943E-05	1	4	0	0	1	;
	1800556	1800737	224000	2.912912548	5.38992E-05	1	4	0	0	1	;
	1800557	1800223	156799.9973	0.595457288	5.31894E-06	1	4	0	0	1	;
	1800558	1800677	537600.0213	23.15846071	0.002832247	1	4	0	0	1	;
	1800560	1800095	112000	0.434522897	8.04021E-06	1	4	0	0	1	;
	1800561	1800746	112000	11.667744	0.001148669	1	4	0	0	1	;
	1800563	1800051	112000	2.381829151	0.001948932	1	4	0	0	1	;
	1800565	1800839	156799.9973	6.759244493	0.00360638	1	4	0	0	1	;
	1800565	1800832	134400.0054	0.273588483	4.02567E-06	1	4	0	0	1	;
	1800566	1800565	134400.0054	0.24140161	3.79579E-06	1	4	0	0	1	;
	1800568	1800060	134400.0054	1.158727726	0.000242635	1	4	0	0	1	;
	1800571	1800459	112000	2.092147123	0.001389141	1	4	0	0	1	;
	1800572	1800802	156799.9973	22.530816	9.24456E-05	1	4	0	0	1	;
	1800574	1800387	134400.0054	0.048280319	7.10412E-07	1	4	0	0	1	;
	1800577	1800100	156799.9973	2.317455452	0.000937981	1	4	0	0	1	;
	1800578	1800078	492800.0108	14.66112329	0.003069974	1	4	0	0	1	;
	1800579	1800747	268800.0108	6.276441753	9.23535E-05	1	4	0	0	1	;
	1800580	1800582	112000	1.818558712	8.28988E-05	1	4	0	0	1	;
	1800581	1800580	112000	0.820765425	0.001280091	1	4	0	0	1	;
	1800582	1800112	134400.0054	23.28720811	0.005627722	1	4	0	0	1	;
	1800583	1800591	537600.0213	30.54534838	0.012709708	1	4	0	0	1	;
	1800583	1800582	134400.0054	0.901232644	1.3261E-05	1	4	0	0	1	;
	1800584	1800345	112000	23.2711143	0.00442371	1	4	0	0	1	;
	1800585	1800322	112000	13.53458279	0.001958615	1	4	0	0	1	;
	1800588	1800636	112000	19.56962279	0.010054217	1	4	0	0	1	;
	1800590	1800440	112000	17.96027879	0.002599032	1	4	0	0	1	;
	1800591	1800579	537600.0213	10.83088515	4.44399E-05	1	4	0	0	1	;
	1800592	1800073	537600.0213	0.547176966	0.000750553	1	4	0	0	1	;
	1800593	1800089	537600.0213	0.804672	3.30163E-06	1	4	0	0	1	;
	1800594	1800089	156799.9973	1.480596507	1.32255E-05	1	4	0	0	1	;
	1800596	1800597	112000	0.305775356	9.39248E-05	1	4	0	0	1	;
	1800597	1800090	112000	0.289681932	0.0001977	1	4	0	0	1	;
	1800598	1800443	112000	7.322515507	0.004716827	1	4	0	0	1	;
	1800599	1800655	537600.0213	24.78389699	0.005189594	1	4	0	0	1	;
	1800600	1800085	112000	26.81167079	0.000883126	1	4	0	0	1	;
	1800601	1800437	112000	0.466709747	0.000681589	1	4	0	0	1	;
	1800601	1800598	112000	0.418429425	0.000657489	1	4	0	0	1	;
	1800602	1800601	112000	0.56327039	8.28814E-06	1	4	0	0	1	;
	1800603	1800434	156799.9973	0.160934402	1.43755E-06	1	4	0	0	1	;
	1800603	1800604	112000	0.273588483	4.02567E-06	1	4	0	0	1	;
	1800604	1800446	112000	1.528876781	2.24964E-05	1	4	0	0	1	;
	1800607	1800491	112000	24.62296351	0.000455612	1	4	0	0	1	;
	1800608	1800610	537600.0213	3.910706027	1.60459E-05	1	4	0	0	1	;
	1800609	1800133	156799.9973	23.8021977	9.76622E-05	1	4	0	0	1	;
	1800610	1800609	537600.0213	2.478389699	0.000131354	1	4	0	0	1	;
	1800611	1800365	156799.9973	6.067226849	0.002651114	1	4	0	0	1	;
	1800611	1800612	156799.9973	0.482803219	0.000116678	1	4	0	0	1	;
	1800612	1800179	537600.0213	12.97131332	0.003134542	1	4	0	0	1	;
	1800613	1800450	134400.0054	56.64891003	0.000506018	1	4	0	0	1	;
	1800614	1800615	156799.9973	2.333548877	0.000970974	1	4	0	0	1	;
	1800615	1800616	156799.9973	23.62517041	0.001251126	1	4	0	0	1	;
	1800616	1800617	156799.9973	17.05904701	0.0083946	1	4	0	0	1	;
	1800617	1800618	156799.9973	11.4585291	0.0035198	1	4	0	0	1	;
	1800618	1800037	156799.9973	18.08902619	0.001377575	1	4	0	0	1	;
	1800619	1800620	134400.0054	0.579363863	0.000384685	1	4	0	0	1	;
	1800619	1800670	112000	0.193121276	3.57343E-06	1	4	0	0	1	;
	1800620	1800621	134400.0054	33.16858082	0.000488053	1	4	0	0	1	;
	1800621	1800622	134400.0054	12.08617381	0.006331641	1	4	0	0	1	;
	1800622	1800064	134400.0054	16.91420581	0.000512089	1	4	0	0	1	;
	1800623	1800624	112000	31.94547901	0.002432567	1	4	0	0	1	;
	1800624	1800064	112000	0.450616322	0.000113959	1	4	0	0	1	;
	1800624	1800625	112000	2.494483123	4.61568E-05	1	4	0	0	1	;
	1800625	1800574	134400.0054	21.96754499	0.00889145	1	4	0	0	1	;
	1800626	1800065	112000	27.53587682	0.00043331	1	4	0	0	1	;
	1800627	1800730	156799.9973	9.559503452	3.92233E-05	1	4	0	0	1	;
	1800629	1800168	134400.0054	31.46267397	0.000281041	1	4	0	0	1	;
	1800631	1800169	537600.0213	25.37935562	0.000104133	1	4	0	0	1	;
	1800632	1800294	134400.0054	1.593250575	0.000696181	1	4	0	0	1	;
	1800633	1800148	156799.9973	2.220894712	2.50331E-05	1	4	0	0	1	;
	1800633	1800725	156799.9973	0.659831034	0.000202718	1	4	0	0	1	;
	1800636	1800445	112000	25.23451441	0.000371308	1	4	0	0	1	;
	1800637	1800860	112000	36.21024	0.023325356	1	4	0	0	1	;
	1800638	1800034	112000	14.1461337	0.000208151	1	4	0	0	1	;
	1800639	1800053	112000	14.72549699	0.000446525	1	4	0	0	1	;
	1800640	1800032	134400.0054	0.144840966	0.000136628	1	4	0	0	1	;
	1800640	1800647	112000	0.402336	7.44464E-06	1	4	0	0	1	;
	1800641	1800032	537600.0213	1.915119452	0.000364054	1	4	0	0	1	;
	1800643	1800642	112000	1.818558712	0.001637023	1	4	0	0	1	;
	1800644	1800568	134400.0054	0.885139219	0.000796782	1	4	0	0	1	;
	1800645	1800105	537600.0213	0.160934402	8.26799E-05	1	4	0	0	1	;
	1800645	1800649	112000	0.257495034	4.89508E-05	1	4	0	0	1	;
	1800646	1800030	537600.0213	3.315248548	1.36027E-05	1	4	0	0	1	;
	1800647	1800456	112000	0.482803219	0.000200891	1	4	0	0	1	;
	1800648	1800843	112000	2.414016	0.001288001	1	4	0	0	1	;
	1800649	1800644	112000	0.466709747	0.000392257	1	4	0	0	1	;
	1800650	1800103	156799.9973	0.418429425	1.71685E-06	1	4	0	0	1	;
	1800651	1800653	112000	17.75106389	0.000200125	1	4	0	0	1	;
	1800652	1800651	112000	0.24140161	2.72506E-06	1	4	0	0	1	;
	1800652	1800513	112000	25.4115417	0.007071784	1	4	0	0	1	;
	1800653	1800460	112000	14.17832132	0.000126648	1	4	0	0	1	;
	1800654	1800162	112000	8.770924493	0.000162293	1	4	0	0	1	;
	1800655	1800427	537600.0213	12.37585545	5.07791E-05	1	4	0	0	1	;
	1800656	1800424	156799.9973	0.128747517	1.32445E-06	1	4	0	0	1	;
	1800657	1800451	112000	1.029980137	0.000374124	1	4	0	0	1	;
	1800658	1800663	112000	0.305775356	6.40286E-05	1	4	0	0	1	;
	1800658	1800004	112000	0.11265408	1.65763E-06	1	4	0	0	1	;
	1800659	1800658	112000	1.544970205	0.000995177	1	4	0	0	1	;
	1800660	1800453	112000	6.389095726	0.000118221	1	4	0	0	1	;
	1800660	1800002	112000	1.046073562	0.000537417	1	4	0	0	1	;
	1800662	1800006	134400.0054	26.00699879	0.013876442	1	4	0	0	1	;
	1800663	1800664	112000	4.876312274	0.001771083	1	4	0	0	1	;
	1800664	1800002	112000	1.013886712	0.000498882	1	4	0	0	1	;
	1800664	1800660	112000	0.466709747	8.63578E-06	1	4	0	0	1	;
	1800665	1800479	134400.0054	2.526670164	0.00091769	1	4	0	0	1	;
	1800666	1800667	156799.9973	1.689811123	6.93342E-06	1	4	0	0	1	;
	1800667	1800532	112000	0.949512918	0.001475237	1	4	0	0	1	;
	1800667	1800279	156799.9973	0.933419493	0.000154826	1	4	0	0	1	;
	1800669	1800823	134400.0054	21.90317129	0.000133532	1	4	0	0	1	;
	1800670	1800041	112000	16.3026549	0.000239882	1	4	0	0	1	;
	1800671	1800675	134400.0054	0.193121276	1.17735E-06	1	4	0	0	1	;
	1800671	1800572	156799.9973	0.933419493	0.000177443	1	4	0	0	1	;
	1800672	1800673	134400.0054	0.144840966	8.83016E-07	1	4	0	0	1	;
	1800673	435	134400.0054	0.708111356	4.31697E-06	1	4	0	0	1	;
	1800674	1800035	156799.9973	0.547176966	5.63108E-06	1	4	0	0	1	;
	1800674	1800672	134400.0054	0.740298253	1.0893E-05	1	4	0	0	1	;
	1800675	1800673	134400.0054	0.386242551	3.45012E-06	1	4	0	0	1	;
	1800675	1800672	134400.0054	0.273588483	1.66792E-06	1	4	0	0	1	;
	1800676	1800677	112000	0.466709747	7.74338E-05	1	4	0	0	1	;
	1800677	1800477	537600.0213	0.225308161	9.84499E-05	1	4	0	0	1	;
	1800679	85	537600.0213	0.740298253	0.000630066	1	4	0	0	1	;
	1800680	1800163	112000	7.950159452	0.000147106	1	4	0	0	1	;
	1800682	1800163	156799.9973	22.69175101	0.000138339	1	4	0	0	1	;
	1800683	1800684	112000	38.78519101	0.00034645	1	4	0	0	1	;
	1800684	1800685	112000	2.349642301	4.34767E-05	1	4	0	0	1	;
	1800684	1800113	134400.0054	0.289681932	2.58759E-06	1	4	0	0	1	;
	1800686	1800106	537600.0213	5.600517151	0.000684979	1	4	0	0	1	;
	1800688	1800686	112000	2.848538849	5.2708E-05	1	4	0	0	1	;
	1800689	1800690	156799.9973	4.136013973	1.69704E-05	1	4	0	0	1	;
	1800689	1800695	112000	4.216481096	0.003833885	1	4	0	0	1	;
	1800690	1800109	156799.9973	9.253728	0.001339107	1	4	0	0	1	;
	1800691	1800113	112000	2.397922575	0.002040869	1	4	0	0	1	;
	1800692	1800219	134400.0054	18.7166709	0.002289095	1	4	0	0	1	;
	1800693	1800694	112000	2.043866849	3.78188E-05	1	4	0	0	1	;
	1800693	1800489	156799.9973	3.476183178	3.57808E-05	1	4	0	0	1	;
	1800696	1800697	537600.0213	2.253081562	0.000221786	1	4	0	0	1	;
	1800697	1800699	537600.0213	0.160934402	8.52266E-06	1	4	0	0	1	;
	1800698	1800697	112000	0.289681932	2.85154E-05	1	4	0	0	1	;
	1800699	1800215	537600.0213	0.788578575	3.2356E-06	1	4	0	0	1	;
	1800699	1800700	112000	0.772485103	2.55013E-05	1	4	0	0	1	;
	1800700	1800215	112000	0.305775356	2.73135E-06	1	4	0	0	1	;
	1800701	1800372	112000	2.043866849	3.78188E-05	1	4	0	0	1	;
	1800702	1800701	112000	0.756391678	2.49299E-05	1	4	0	0	1	;
	1800702	1800385	492800.0108	1.158727726	1.19224E-05	1	4	0	0	1	;
	1800703	1800704	492800.0108	0.24140161	6.10493E-05	1	4	0	0	1	;
	1800704	1800381	134400.0054	1.609344	0.000158428	1	4	0	0	1	;
	1800705	1800706	112000	0.337962229	1.11248E-05	1	4	0	0	1	;
	1800705	1800708	112000	2.719791452	8.95284E-05	1	4	0	0	1	;
	1800706	1800266	448000	0.675924459	7.61716E-06	1	4	0	0	1	;
	1800708	1800709	112000	0.466709747	1.54426E-05	1	4	0	0	1	;
	1800708	1800267	112000	0.514990068	1.69628E-05	1	4	0	0	1	;
	1800709	1800710	112000	0.595457288	1.95765E-05	1	4	0	0	1	;
	1800710	1800370	492800.0108	3.621024	1.48573E-05	1	4	0	0	1	;
	1800710	1800404	112000	0.144840966	4.76186E-06	1	4	0	0	1	;
	1800711	1800712	112000	0.321868805	1.0636E-05	1	4	0	0	1	;
	1800711	1800257	492800.0108	0.144840966	1.49261E-06	1	4	0	0	1	;
	1800713	1800267	448000	1.528876781	0.000186979	1	4	0	0	1	;
	1800714	1800715	134400.0054	0.772485103	9.44768E-05	1	4	0	0	1	;
	1800714	1800223	492800.0108	0.56327039	4.28949E-05	1	4	0	0	1	;
	1800715	1800237	134400.0054	2.236988137	6.7722E-05	1	4	0	0	1	;
	1800716	1800554	537600.0213	1.625437425	0.000308987	1	4	0	0	1	;
	1800717	1800206	112000	0.482803219	2.5568E-05	1	4	0	0	1	;
	1800718	1800411	537600.0213	15.4979829	6.35894E-05	1	4	0	0	1	;
	1800719	1800320	112000	7.161580493	0.001811142	1	4	0	0	1	;
	1800720	1800173	537600.0213	14.3553486	5.89011E-05	1	4	0	0	1	;
	1800722	1800405	492800.0108	0.917326068	1.34978E-05	1	4	0	0	1	;
	1800722	1800406	112000	3.411809096	6.31305E-05	1	4	0	0	1	;
	1800723	1800154	537600.0213	0.193121276	1.98744E-06	1	4	0	0	1	;
	1800724	1800261	112000	16.64061721	0.006735289	1	4	0	0	1	;
	1800725	1800153	134400.0054	0.144840966	1.2938E-06	1	4	0	0	1	;
	1800726	1800148	156799.9973	0.160934402	1.58428E-05	1	4	0	0	1	;
	1800727	1800152	492800.0108	4.876312274	0.003190296	1	4	0	0	1	;
	1800729	1800485	112000	5.648797425	0.001797043	1	4	0	0	1	;
	1800730	1800034	156799.9973	0.321868805	1.32065E-06	1	4	0	0	1	;
	1800730	1800729	112000	0.482803219	8.93357E-06	1	4	0	0	1	;
	1800731	1800495	156799.9973	33.13639321	0.000135961	1	4	0	0	1	;
	1800732	1800219	156799.9973	29.12912701	0.004831633	1	4	0	0	1	;
	1800732	1800733	156799.9973	0.337962229	3.82537E-06	1	4	0	0	1	;
	1800733	1800117	112000	0.225308161	3.54183E-06	1	4	0	0	1	;
	1800734	1800713	112000	0.257495034	2.30008E-06	1	4	0	0	1	;
	1800735	1800556	156799.9973	2.027773425	0.000199607	1	4	0	0	1	;
	1800736	1800735	112000	0.981699863	1.81649E-05	1	4	0	0	1	;
	1800737	1800557	156799.9973	0.627644137	0.000119316	1	4	0	0	1	;
	1800737	1800735	156799.9973	0.772485103	4.70942E-06	1	4	0	0	1	;
	1800742	1800209	492800.0108	2.076053699	0.000577753	1	4	0	0	1	;
	1800743	1800070	134400.0054	13.2127143	0.000118023	1	4	0	0	1	;
	1800744	1800745	134400.0054	17.34872789	0.010609144	1	4	0	0	1	;
	1800745	1800071	134400.0054	10.71823079	9.5741E-05	1	4	0	0	1	;
	1800746	1800492	112000	8.143280548	0.002590595	1	4	0	0	1	;
	1800746	1800744	112000	0.595457288	0.00168761	1	4	0	0	1	;
	1800747	1800579	537600.0213	6.03504	0.001679493	1	4	0	0	1	;
	1800747	1800748	537600.0213	1.142634205	4.68831E-06	1	4	0	0	1	;
	1800748	1800430	156799.9973	1.303568644	1.91811E-05	1	4	0	0	1	;
	1800748	1800075	537600.0213	0.917326068	3.76386E-06	1	4	0	0	1	;
	1800749	1800557	156799.9973	0.450616322	4.02515E-06	1	4	0	0	1	;
	1800749	1800750	134400.0054	1.528876781	6.98055E-05	1	4	0	0	1	;
	1800750	1800274	492800.0108	4.168200822	1.71024E-05	1	4	0	0	1	;
	1800750	1800752	224000	1.190914575	5.42806E-05	1	4	0	0	1	;
	1800751	1800222	134400.0054	0.193121276	1.72506E-06	1	4	0	0	1	;
	1800753	1800752	112000	1.207008	2.23339E-05	1	4	0	0	1	;
	1800754	1800414	156799.9973	1.802465288	1.61006E-05	1	4	0	0	1	;
	1800755	1800232	448000	0.209214712	1.86882E-06	1	4	0	0	1	;
	1800756	1800547	156799.9973	0.531083541	4.74392E-06	1	4	0	0	1	;
	1800757	1800236	448000	0.788578575	0.000286413	1	4	0	0	1	;
	1800758	446	537600.0213	0.402336	6.67353E-05	1	4	0	0	1	;
	1800758	721	112000	0.434522897	7.20765E-05	1	4	0	0	1	;
	1800759	1800761	112000	8.770924493	0.000464519	1	4	0	0	1	;
	1800759	1800760	112000	0.289681932	0.000142545	1	4	0	0	1	;
	1800761	1800044	112000	0.305775356	5.81279E-05	1	4	0	0	1	;
	1800761	1800762	112000	0.273588483	8.40385E-05	1	4	0	0	1	;
	1800762	1800764	112000	9.945745644	0.001649732	1	4	0	0	1	;
	1800764	1800050	112000	0.354055678	0.00033398	1	4	0	0	1	;
	1800766	1800146	156799.9973	3.846332329	3.43575E-05	1	4	0	0	1	;
