JA,JB,length,DGC_AB,DGC_BA,EGC_AB,EGC_BA,AB capacity,BA capacity,DFFTT_AB,DFFTT_BA,EFFTT_AB,EFFTT_BA
800344,800232,38.25410762,16.32907539,0.233222599,13.45622289,0.228938658,156799.9973,125439.9978,67596.71933,1390.889275,66178.79119,1371.955475
800345,800049,3.186501151,10.30562827,0.01942704,8.545583777,0.019065316,537600.0213,537600.0213,42661.73346,115.8586764,42027.87131,114.2815235
800346,800345,57.48576964,38.71500659,0.35047166,31.9427157,0.34403671,156799.9973,125439.9978,160266.725,2090.137385,157096.8561,2061.684909
800346,800070,0.386242551,1.743684869,0.002354793,1.463318568,0.00230627,156799.9973,125439.9978,7218.251731,14.04347547,7196.718926,13.85230542
800347,800348,34.95495057,18.65093393,0.213108733,15.38471069,0.209193794,156799.9973,125439.9978,77208.40991,1270.934519,75663.24998,1253.63363
800348,800220,3.122127452,7.889761308,0.019034575,6.499562598,0.018680051,156799.9973,125439.9978,32660.88054,113.5180993,31965.37388,111.9728081
800349,800350,29.56365063,23.8489672,0.180239767,16.87292093,0.17692783,156799.9973,125439.9978,98726.46819,1074.911092,82982.38811,1060.278617
800350,800069,0.531083541,0.00323784,0.750956539,0.003173117,0.62036192,537600.0213,537600.0213,19.30977998,3108.700108,19.04692115,3050.990055
900001,900115,6.083320274,0.112566866,1.009107173,0.226730235,0.831029297,537600.0213,537600.0213,657.5274531,4177.354364,1358.694638,4087.069372
900001,900114,0.337962229,0.324155193,0.006253715,0.267906209,0.012595317,112000,89600,1341.890283,36.52930204,1317.584404,75.48303358
900002,900043,13.96910641,4.920814778,0.258486889,3.781858332,0.520640928,112000,89600,20370.4697,1509.87792,18599.48485,3119.965599
900002,900057,15.73938389,0.291244426,3.804433512,0.586620841,2.985033196,112000,89600,1701.221789,15749.03772,3515.352725,14680.6345
900003,900120,24.49421611,9.914668191,0.360428312,7.542552986,0.354355223,112000,89600,41043.29406,2149.516714,37094.88492,2123.500289
900004,900001,1.577157151,1.474843578,0.029184003,1.218108225,0.058781281,537600.0213,537600.0213,6105.341854,170.4700851,5990.754676,352.2541751
900004,900042,9.060606904,0.133325322,0.27443079,0.131077604,0.222043753,112000,89600,795.1234646,1136.048469,785.4997807,1092.030021
900005,900065,0.917326068,0.0134983,0.780751252,0.013268739,0.643339575,134400.0054,107520.0043,80.50095199,3232.039903,79.52661812,3163.996028
900005,900067,0.981699863,0.018165553,2.43783438,0.036588026,2.007469106,537600.0213,537600.0213,106.1089309,10091.79041,219.2602527,9872.895231
900006,900005,0.547176966,0.192750805,0.010125062,0.148137288,0.020392947,537600.0213,537600.0213,797.9216048,59.14268206,728.5512322,122.2106311
900007,900028,7.354702356,0.724089644,0.136092752,0.584566177,0.274115845,112000,89600,2997.480462,794.9472477,2874.943957,1642.654703
900008,900072,1.255288274,0.023228083,0.303365186,0.046784924,0.238027375,537600.0213,537600.0213,135.6802642,1255.826851,280.3655522,1170.637974
900009,900086,0.498896644,0.331265553,0.009231674,0.273222575,0.018593494,112000,89600,1371.324711,53.92420996,1343.730733,111.4273398
900009,900096,0.370149127,0.226356645,0.006849307,0.165810108,0.013794953,112000,89600,937.0381509,40.00828524,815.4675565,82.67189818
900011,900089,20.8570983,10.71583022,0.385943545,8.831153704,0.777362889,112000,89600,44359.82754,2254.379863,43432.32733,4658.381666
900011,900102,21.22724668,27.93633595,0.392792838,23.03627999,0.791158668,112000,89600,115646.7599,2294.388067,113294.2858,4741.053397
900012,900088,9.414662247,7.703941139,0.174210625,5.440991579,0.350892495,112000,89600,31891.64937,1017.602002,26759.23613,2102.741684
900013,900048,22.70784329,0.420190068,3.286395121,0.846341902,2.628851833,761600.0213,761600.0213,2454.421219,13604.53812,5071.741013,12928.90586
900013,900018,37.70693041,20.11968228,0.697735907,16.59625377,1.405372038,112000,89600,83288.51962,4075.626599,81621.71669,8421.750273
900014,900008,19.95586499,1.519703521,0.36926696,1.232118155,0.743773072,761600.0213,761600.0213,6291.046487,2156.968315,6059.656974,4457.09342
900014,900011,13.93691879,2.01715968,0.257891283,1.613564795,0.519441265,112000,89600,8350.342778,1506.398858,7935.642193,3112.776573
900015,900109,0.209214712,0.197358668,0.003871347,0.163040345,0.007796775,112000,89600,816.9965622,22.61337732,801.8456163,46.72759195
900016,159,10.76651145,0.326165274,0.158427424,0.263902515,0.155756898,156799.9973,125439.9978,1350.211322,944.8269831,1297.894797,933.3913801
900016,900112,2.655417562,1.306658598,0.04913633,0.978319142,0.098969065,112000,89600,5409.114259,287.0159498,4811.452629,593.080989
900017,900041,17.34872789,0.32102402,5.519383333,0.646602611,4.54768012,112000,89600,1875.170852,22848.3363,3874.795754,22365.85827
900018,900017,5.294741699,0.097974865,2.14316238,0.197339167,1.630405,112000,89600,572.2924106,8871.950337,1182.567551,8018.463563
900019,900064,4.168200822,0.603534708,0.077129147,0.482777653,0.155351925,112000,89600,2498.424759,450.5280582,2374.339689,930.9574136
900019,900020,9.575596493,8.439454125,0.177188581,6.959947446,0.356890666,112000,89600,34936.41852,1034.996892,34229.58378,2138.685952
900019,900031,4.538349973,0.240362385,0.083978454,0.204089374,0.169147733,112000,89600,995.0170648,490.536346,1014.755476,1013.629317
900024,160,2.478389699,0.045860574,1.999274857,0.092371069,1.414471626,112000,89600,267.8815504,8276.305802,553.5422507,6956.485752
900025,900026,9.704344658,13.72210351,0.179570961,11.33577162,0.361689232,134400.0054,107520.0043,56804.75824,1048.912886,55750.24053,2167.441539
900025,900013,10.38026849,0.192078379,0.473484121,0.386881551,0.429844707,985600.0213,985600.0213,1121.971423,2268.434284,2318.407466,2310.702726
900028,900032,11.52290279,0.213221892,1.134437453,0.42946861,0.91584483,112000,89600,1245.475264,4696.178338,2573.61203,4504.199136
900029,900030,7.821412055,2.840858942,0.144728833,2.340655453,0.291510556,112000,89600,11760.17258,845.3924693,11511.53266,1746.893168
900031,900029,14.58065732,4.63884622,0.269803138,3.822166136,0.543434008,112000,89600,19203.21748,1575.978584,18797.72189,3256.553992
900032,900063,3.250874849,0.99856147,0.06015478,0.773981103,0.12116232,112000,89600,4133.698807,351.3771039,3806.501677,726.0749112
900033,900038,7.483449753,0.138475117,11.14355822,0.278914382,9.218470305,112000,89600,808.8631594,46130.47335,1671.410118,45337.18162
900034,900122,17.01076559,0.314770304,3.234124658,0.634006437,2.662975144,537600.0213,537600.0213,1838.641543,13388.1565,3799.312704,13096.72701
900034,900036,15.11174071,0.397340201,1.848485777,0.674590583,1.4850266,112000,89600,2320.950199,7652.091211,4033.61262,7303.481005
900035,900034,5.230368,1.095252414,0.096783682,0.90216983,0.194939898,537600.0213,537600.0213,4533.965841,565.3344547,4436.944228,1168.189843
900037,900044,5.664890849,0.104824172,2.0576073,0.211134975,1.695315222,112000,89600,612.3006983,8517.781922,1265.239454,8337.697282
900038,900039,1.899025836,2.961851582,0.03513992,2.453394518,0.070777631,112000,89600,12261.04022,205.2598852,12065.99244,424.1427552
900038,900082,0.225308161,0.004169143,0.210691618,0.008396593,0.174015183,112000,89600,24.35286893,872.1903614,50.32202425,855.820756
900040,900079,0.386242551,0.357937884,0.007147103,0.295560314,0.01439477,112000,89600,1481.738929,41.74777414,1453.589529,86.26632489
900041,900101,20.69616329,10.1845142,0.382965575,7.625305742,0.771364689,112000,89600,42160.36312,2236.984891,37501.86965,4622.437227
900042,900003,11.0561931,2.672198756,0.162690041,2.096664397,0.159947563,112000,89600,11061.97779,970.248313,10311.56499,958.5050259
900043,900074,13.18052668,3.185255367,0.243894866,2.499227191,0.491249817,112000,89600,13185.85455,1424.642752,12291.40133,2943.838254
900044,900058,8.690457753,3.156604228,0.160809813,2.600807795,0.32390071,112000,89600,13067.24875,939.3249566,12790.9829,1940.992389
900045,900033,10.5894834,0.195949729,2.678288782,0.394679188,2.206453991,112000,89600,1144.584821,11087.18839,2365.135102,10851.51906
900046,900051,15.27267419,8.001140006,0.224734858,6.596997066,0.220947327,156799.9973,125439.9978,33121.9498,1340.270221,32444.56451,1324.048417
900047,900092,4.007266575,1.710474255,0.074151191,1.409541142,0.149353753,112000,89600,7080.771285,433.1331684,6932.23726,895.0131449
900048,900014,8.223748055,0.271316289,0.271316289,0.313553042,0.313553042,761600.0213,761600.0213,1532.329836,1532.329836,1838.4095,1838.4095
900049,900016,9.881371945,1.639094803,0.145402743,1.349841877,0.142951445,156799.9973,125439.9978,6785.285066,867.1505981,6638.63155,856.6551422
900050,900083,12.32757479,2.5818233,0.228111689,2.126680022,0.459459495,537600.0213,537600.0213,10687.85469,1332.449795,10459.18427,2753.333544
900051,900052,10.63776405,0.156532927,6.741051129,0.153894157,5.553689147,156799.9973,125439.9978,933.5286143,27905.61806,922.2297597,27313.49188
900052,900010,3.910706027,5.561320786,0.072364417,4.594869709,0.145754851,112000,89600,23021.94284,422.6962346,22597.94041,873.4465838
900052,900056,8.609990247,0.260713698,0.126694573,0.210945136,0.124558538,156799.9973,125439.9978,1079.264457,755.5791073,1037.446129,746.4340438
900053,900025,2.365735726,2.859283081,0.043776005,1.890661351,0.088172349,985600.0213,985600.0213,11836.44213,255.7051276,9298.425275,528.3812625
900054,900097,14.03348011,18.04497485,0.259678072,14.87156369,0.523040197,112000,89600,74699.94907,1516.835876,73139.55153,3134.343307
900056,900108,7.789225206,0.114617152,2.478048745,0.112684392,2.041780361,156799.9973,125439.9978,683.5519738,10258.26396,675.2786823,10041.64083
900058,900002,26.08746477,7.260956697,0.482727199,5.980443395,0.972303585,112000,89600,30057.84714,2819.714152,29412.3038,5826.571168
900059,900012,3.910706027,5.682321295,0.072364417,4.697536164,0.145754851,112000,89600,23522.84306,422.6962346,23102.86233,873.4465838
900059,900054,0.885139219,2.44961374,0.016378777,2.022478079,0.03298912,112000,89600,10140.55288,95.67198669,9946.710573,197.6936701
900062,900046,5.053340329,0.497465886,0.074359062,0.401610013,0.07310439,156799.9973,125439.9978,2059.336555,443.4614053,1975.150765,438.094022
900062,900006,7.676570849,0.201843736,0.938871716,0.34268303,0.75426597,156799.9973,125439.9978,1179.012993,3886.603885,2049.02358,3709.541197
900063,900110,0.852952274,0.012551051,0.123441952,0.012337445,0.098743607,112000,89600,74.85175932,511.0069486,73.94579979,485.6292264
900064,900111,0.579363863,0.008525243,0.057033206,0.008379446,0.04604352,112000,89600,50.8427092,236.0977283,50.22734041,226.44603
900064,900063,1.432316137,0.021076294,0.237586004,0.020719092,0.195658853,112000,89600,125.6944685,983.5238103,124.1731402,962.2662075
900065,900066,3.170407726,0.046652022,1.116820842,0.045864035,0.858324959,268800.0108,268800.0108,278.2225961,4623.251668,274.8551614,4221.311566
900066,900045,13.29318181,16.95438349,0.245979457,13.97007147,0.49544858,112000,89600,70185.27842,1436.8193,68705.93997,2968.9995
900066,900062,3.556650301,2.36160852,0.052335517,1.947817423,0.0514518,134400.0054,107520.0043,9776.241734,312.1177356,9579.523467,308.340055
900067,900065,0.788578575,1.210693292,0.014592002,1.002401058,0.029390213,134400.0054,107520.0043,5011.851112,85.23504248,4929.889393,176.1270874
900067,900068,13.0839669,3.641915533,0.242108106,2.999646394,0.487650943,537600.0213,537600.0213,15076.26955,1414.205902,14752.50337,2922.271864
900068,900035,30.07864022,0.556580637,1.37144454,1.121058461,1.245041582,537600.0213,537600.0213,3251.10808,6570.509279,6717.990399,6692.930015
900069,900068,1.029980137,0.539592162,0.01905894,0.44489758,0.038387477,112000,89600,2233.724754,111.3273978,2188.04229,230.0435333
900069,900070,7.596103342,6.974097745,0.14055968,5.757351403,0.283113088,112000,89600,28870.35038,821.0395407,28315.11929,1696.57102
900071,900069,1.223101425,5.901821556,0.022632492,4.967406627,0.04558529,112000,89600,24431.49816,132.2012862,24430.10705,273.1766986
900072,900006,0.949512918,0.854749658,0.01756996,0.705273612,0.035388388,537600.0213,537600.0213,3538.367687,102.6299426,3468.592626,212.0713776
900073,900072,1.480596507,1.933861814,0.027397227,1.594368292,0.055182375,112000,89600,8005.518447,160.0331409,7841.232071,330.6875925
900073,900099,2.236988137,0.041393636,10.78292487,0.083373805,9.07527288,112000,89600,241.7891951,44637.57615,499.6258048,44632.92511
900074,900075,2.784165151,3.690935804,0.051518699,3.044084698,0.103767609,112000,89600,15279.1965,300.9318823,14971.05446,621.8364467
900075,507,10.460736,7.139418687,0.193567364,5.892510625,0.389880651,112000,89600,29554.72185,1130.668909,28979.84328,2336.379687
900077,900040,7.531729644,0.110828148,1.249456831,0.108959208,1.028965906,112000,89600,660.9551692,5172.318744,652.9553755,5060.537604
900077,900121,15.0956469,8.054692383,0.222129931,6.644125702,0.218386276,112000,89600,33343.6381,1324.734997,32676.34695,1308.701222
900082,900093,0.257495034,0.004764735,0.173397056,0.009596228,0.143064883,112000,89600,27.83184943,717.8037842,57.51088326,703.6046907
900083,511,1.110447356,0.391168645,0.02054792,0.300630028,0.041386567,537600.0213,537600.0213,1619.302776,120.024853,1478.522844,248.0156889
900085,900082,7.193767342,0.133114781,8.941745912,0.268117645,7.363405928,112000,89600,777.552275,37015.73263,1606.710263,36213.82518
900088,900023,18.909792,15.47380411,0.349910235,10.92853459,0.704784945,112000,89600,64056.19231,2043.90149,53747.41594,4223.455588
900089,900090,7.435169096,9.560646908,0.137581723,7.879302333,0.277114917,112000,89600,39577.76851,803.6446511,38751.04537,1660.626752
900090,900054,1.882932411,1.267971755,0.034842124,1.0461669,0.070177814,448000,448000,5248.964119,203.5203962,5145.133361,420.5483282
900091,900009,4.779751726,0.088445396,1.736055048,0.178145004,1.430379117,112000,89600,516.628722,7186.666914,1067.545806,7034.720112
900092,900017,6.614404055,0.122394137,5.82968281,0.246524229,4.80769234,112000,89600,714.9306721,24132.86872,1477.310896,23644.61931
900093,900007,3.588837151,1.843831351,0.066408496,1.519541989,0.133758494,112000,89600,7632.823499,387.9064138,7473.230302,801.557961
900093,900094,2.043866849,1.717821881,0.037820084,1.415069216,0.076175992,112000,89600,7111.187913,220.9153066,6959.424742,456.4926396
900096,900010,7.354702356,1.777379505,0.136092752,1.39457397,0.274115845,112000,89600,7357.735861,794.9472477,6858.627552,1642.654703
900097,900009,12.95521951,0.239725741,32.73901219,0.482852407,26.97031474,112000,89600,1400.289991,135528.1769,2893.516451,132642.1865
900097,900098,4.940685973,6.986609565,0.091423353,5.771617199,0.184143176,112000,89600,28922.14498,534.0236118,28385.27962,1103.490074
900100,900121,9.205447342,0.135456625,11.12606832,0.133172855,7.356940807,112000,89600,807.8340956,46058.07124,798.05657,36182.02919
900101,900024,39.41283419,19.83201664,0.729302262,16.33602132,1.468952682,112000,89600,82097.68345,4260.012512,80341.87247,8802.759691
900102,900047,7.563916493,0.139964088,4.035883457,0.281913454,3.329104026,112000,89600,817.5605628,16707.16038,1689.382167,16372.80257
900108,900015,0.965606438,0.015281329,0.015281329,0.015338086,0.015338086,156799.9973,125439.9978,78.03511507,78.03511507,85.8529068,85.8529068
900109,900027,13.59895649,7.124371181,0.251637568,5.874096273,0.506845091,112000,89600,29492.43038,1469.869549,28889.28002,3037.293524
900110,900015,0.450616322,0.108894962,0.006630744,0.08544161,0.006516857,156799.9973,125439.9978,450.7874445,39.54432799,420.2088554,39.06570783
900111,900110,2.832445425,0.052412086,0.278834371,0.10556706,0.225106215,537600.0213,537600.0213,306.1503492,1154.27777,632.6197273,1107.090832
900111,900049,6.662683945,0.352885411,0.098040285,0.284485316,0.096386738,156799.9973,125439.9978,1460.82344,584.6911138,1399.122284,577.6143732
900112,900021,3.266968274,1.711568939,0.060452576,1.411201801,0.121762137,112000,89600,7085.302897,353.1165929,6940.404504,729.6693381
900112,900113,6.292535178,1.59165111,0.116438217,1.311252321,0.234527872,112000,89600,6588.8846,680.1408512,6448.844943,1405.422273
900114,900037,4.296948603,0.07951152,1.195844025,0.160150476,0.984947245,112000,89600,464.4440115,4950.380289,959.7129142,4844.050208
900115,900050,7.483449753,0.138475117,3.270490091,0.278914382,2.696616155,537600.0213,537600.0213,808.8631594,13538.6968,1671.410118,13262.17614
900116,900115,2.639324137,0.322845212,0.048838535,0.259365618,0.098369247,112000,89600,1336.467414,285.2764608,1275.581289,589.486562
900117,900116,4.554443397,2.430615847,0.08427625,2.004967196,0.16974755,112000,89600,10061.90818,492.2758349,9860.590676,1017.223744
900119,900079,2.446202849,3.755635601,0.045264983,3.109502286,0.091171435,112000,89600,15547.03127,264.4025724,15292.78344,546.3533968
900120,900040,2.864632274,4.003374819,0.042152587,3.30616031,0.041440386,112000,89600,16572.58587,251.388937,16259.96349,248.3462804
900120,900119,0.064373759,0.022676322,0.001191184,0.017427723,0.002398416,112000,89600,93.87212209,6.957962411,85.71103109,14.37772093
900122,900004,12.44022915,1.522310003,0.230196266,1.222984062,0.46365823,537600.0213,537600.0213,6301.836421,1344.62626,6014.734634,2778.494619
1000001,1000015,6.244254904,0.091883171,0.475483692,0.090333332,0.385503959,537600.0213,537600.0213,547.9714158,1968.337882,541.3391078,1895.93997
1000001,1000027,0.64373761,0.233813263,0.009472492,0.192644597,0.009310739,112000,89600,967.9059689,56.49189775,947.4417616,55.80815467
1000002,1000006,23.5447029,0.265506194,0.265506194,0.248821144,0.248821144,112000,89600,1185.433779,1185.433779,1311.616958,1311.616958
1000003,1000034,9.591690301,0.085681138,3.483886002,0.082838695,2.87046236,112000,89600,510.9838287,14422.082,496.4361212,14117.16583
1000006,475,8.127187507,0.26728473,0.26728473,0.308874748,0.308874748,112000,89600,1509.560551,1509.560551,1810.979957,1810.979957
1000006,1000004,12.42413534,0.110982947,1.797917525,0.107302214,1.438190316,112000,89600,661.8783598,7442.756151,643.0346857,7073.136339
1000007,1000025,26.92432438,0.396186951,2.650510753,0.38951156,2.139788497,112000,89600,2362.773522,10972.19697,2334.175968,10523.65296
1000007,1000008,31.80063781,0.467941091,3.130489207,0.460057107,2.527280644,112000,89600,2790.699738,12959.14161,2756.92283,12429.37063
1000008,476,21.0502194,2.574597281,0.389517093,2.068366755,0.784560694,112000,89600,10657.94147,2275.253731,10172.395,4701.514789
1000008,478,9.157167452,1.917584627,0.169445894,1.579533674,0.341295421,112000,89600,7938.136528,989.7701783,7768.27433,2045.230854
1000009,1000010,22.49862838,0.416318717,2.751618626,0.838544264,2.210581511,112000,89600,2431.807821,11390.74856,5025.013377,10871.81866
1000009,1000036,16.97857951,0.314174727,2.076507725,0.632806832,1.668214304,112000,89600,1835.162648,8596.023137,3792.124023,8204.41293
1000011,1000012,10.83088515,0.200416671,2.058982709,0.403676459,1.695360461,112000,89600,1170.677197,8523.475638,2419.05159,8337.919834
1000011,1000009,13.77598532,0.216788393,0.216788393,0.218165164,0.218165164,112000,89600,1107.044206,1107.044206,1221.132041,1221.132041
1000011,1000007,24.86436449,0.754600031,0.365874984,0.610552572,0.35971032,112000,89600,3123.782902,2181.99949,3002.747776,2155.589914
1000014,477,8.980139397,0.409316734,0.166170135,0.371590428,0.334697418,112000,89600,1961.012144,970.6357581,1997.547096,2005.692073
1000015,1000003,8.416869151,3.502271746,0.123852828,2.88438219,0.121764507,537600.0213,537600.0213,14498.19262,738.6315543,14185.62467,729.6916136
1000016,1000046,3.041660137,0.031345595,0.031345595,0.025771155,0.025771155,537600.0213,537600.0213,129.7599103,129.7599103,126.7472536,126.7472536
1000018,1000016,12.71381775,0.052167586,0.673405282,0.047353183,0.542878625,156799.9973,125439.9978,311.1162323,2787.66475,283.81699,2669.92145
1000019,1000031,6.373002301,0.209593565,0.209593565,0.242206705,0.242206705,112000,89600,1183.734577,1183.734577,1420.095134,1420.095134
1000019,1000035,12.58507036,60.03043091,0.232876434,50.49964104,0.469056598,112000,89600,248505.2027,1360.281703,248361.3139,2810.844547
1000020,1000047,2.188707863,0.363246744,0.040500249,0.299147731,0.081574354,112000,89600,1503.715772,236.5707281,1471.23287,488.8425242
1000020,1000016,0.064373759,0.000947249,0.026056556,0.000929092,0.019822446,156799.9973,125439.9978,5.6491896,107.8651221,5.580815293,97.48846134
1000021,1000020,2.719791452,0.207137009,0.050327516,0.167938876,0.10136834,224000,224000,857.4755127,293.9739264,825.9373192,607.4587391
1000023,1000024,5.858012329,28.13372198,0.15402751,23.67433574,0.261502193,537600.0213,537600.0213,116463.8697,899.7080577,116432.2955,1563.61553
1000023,1000053,5.246461425,25.21197539,0.137947711,21.21628964,0.234202431,537600.0213,537600.0213,104368.8503,805.7824657,104343.4262,1400.380897
1000024,1000038,1.367942438,0.035967963,1.149723355,0.061064524,0.947093608,761600.0213,761600.0213,210.0966616,4759.456682,365.1299997,4657.882901
1000025,1000004,17.18779441,0.520351656,0.153536003,0.418620132,0.148445957,112000,89600,2154.075723,915.6556059,2058.808542,889.5868946
1000026,1000052,1.351848918,0.012075865,0.856658858,0.011672083,0.705767913,112000,89600,72.01785235,3546.271115,69.9675044,3471.02365
1000027,1000028,1.351848918,0.133074916,0.019892232,0.107432881,0.019554974,112000,89600,550.8840856,118.6329797,528.3638666,117.1971193
1000028,1000041,1.738091589,0.025575728,1.422232236,0.025142741,1.004469798,112000,89600,152.5281276,5887.549111,150.6820212,4940.063646
1000029,1000001,1.223101425,0.032159589,0.834749829,0.054598791,0.68895949,537600.0213,537600.0213,187.8511252,3455.575318,326.4691631,3388.358462
1000030,1000049,0.772485103,0.673255141,0.014294205,0.55507693,0.028790394,224000,224000,2787.043215,83.49554839,2729.913211,172.53265
1000031,1000040,2.092147123,10.08625877,0.038713471,8.48899304,0.077975444,112000,89600,41753.61967,226.1337736,41749.55349,467.2759201
1000032,1000003,2.751978301,0.050923108,2.2200697,0.102567974,1.570674091,112000,89600,297.4529043,9190.320015,614.6475928,7724.702094
1000033,586,0.708111356,0.013103021,3.418637176,0.026391124,2.877445017,112000,89600,76.53758728,14151.97445,158.1549318,14151.50703
1000034,1000002,0.273588483,0.003083866,0.003083866,0.002889613,0.002889613,112000,89600,13.76886392,13.76886392,15.23417247,15.23417247
1000035,1000022,6.373002301,0.093777668,1.211611825,0.092195918,0.997639294,112000,89600,559.2697844,5015.653521,552.5007279,4906.470778
1000035,1000002,0.337962229,0.005312905,0.005312905,0.005346222,0.005346222,112000,89600,27.13069887,27.13069887,29.92568906,29.92568906
1000035,1000034,0.225308161,0.007412175,0.007412175,0.008565478,0.008565478,112000,89600,41.86219853,41.86219853,50.2212818,50.2212818
1000036,1000014,4.602723671,0.209820724,0.085169637,0.190481801,0.171547002,112000,89600,1005.238619,497.4943019,1023.967353,1028.007024
1000036,1000037,4.02336,0.074448986,0.764890825,0.149953571,0.629809613,112000,89600,434.8726575,3166.383224,898.6075719,3097.454695
1000038,1000030,0.080467201,0.00148898,0.070919526,0.002998234,0.05848673,156799.9973,125439.9978,8.697453257,293.5822874,17.97215166,287.6424954
1000038,1000029,0.450616322,0.01184827,0.378731582,0.020114893,0.311983084,537600.0213,537600.0213,69.20831045,1567.817641,120.2781147,1534.358038
1000039,1000031,2.124334164,0.039309066,10.24110201,0.079175085,8.619302544,112000,89600,229.6127722,42394.61709,474.4648166,42390.42616
1000040,1000026,0.466709747,0.015358576,0.015358576,0.017748523,0.017748523,112000,89600,86.74158456,86.74158456,104.0628637,104.0628637
1000041,1000026,0.595457288,0.008762055,0.551819236,0.008612269,0.455654074,112000,89600,52.25500531,2284.340607,51.62254296,2240.94357
1000041,1000040,0.498896644,0.009231674,0.625624837,0.018593494,0.515298504,112000,89600,53.92420996,2589.870248,111.4273398,2534.279686
1000042,1000043,1.528876781,0.028290614,2.221507609,0.056981826,1.836505685,112000,89600,165.2516078,9196.27246,341.4708731,9032.083326
1000043,1000021,0.531083541,0.009827267,0.347477517,0.01979313,0.286491022,112000,89600,57.40319305,1438.436631,118.6162042,1408.986027
1000044,1000048,1.786371863,0.03305535,1.556923733,0.066578911,1.283633327,112000,89600,193.0834624,6445.125282,398.981767,6313.012421
1000044,1000045,0.354055678,0.2350957,0.006551511,0.193903284,0.013195135,112000,89600,973.2148131,38.26879364,953.6320559,79.07746588
1000045,1000013,0.209214712,0.000858454,0.178066071,0.000770819,0.146726561,156799.9973,125439.9978,5.119633947,737.1318892,4.670405931,721.6131111
1000046,1000013,0.144840966,0.121735156,0.000594314,0.100280276,0.000531012,156799.9973,125439.9978,503.9414031,3.544362246,493.1865305,3.23335821
1000046,1000044,0.321868805,0.053405276,0.005955919,0.043981028,0.011995499,112000,89600,221.0793536,34.78981314,216.3024127,71.88860687
1000046,1000021,0.24140161,0.003552185,0.164752906,0.003490151,0.135978544,156799.9973,125439.9978,21.18446221,682.0199968,20.92805854,668.7535036
1000047,1000017,12.35976164,14.94000505,0.22870728,9.878669496,0.46065913,112000,89600,61846.44901,1335.928773,48584.09458,2760.522398
1000048,1000049,1.367942438,0.92118901,0.025312656,0.760046728,0.050983651,112000,89600,3813.403605,147.8567076,3737.971245,305.5265829
1000049,1000024,0.675924459,0.461308103,0.012507429,0.38073991,0.025191488,224000,224000,1909.655853,73.05860418,1872.509674,150.9660674
1000050,1000027,0.11265408,0.002084572,0.136154994,0.004197869,0.090030758,112000,89600,12.17643441,563.6345402,25.16101201,442.7785659
1000050,1000030,0.933419493,0.81351818,0.017272164,0.670719269,0.034788571,112000,89600,3367.683642,100.8904536,3298.651574,208.4769506
1000051,1000052,2.188707863,0.040500249,1.101304168,0.081574354,0.907165374,224000,224000,236.5707281,4559.018006,488.8425242,4461.512644
1000051,1000055,0.547176966,0.053865732,0.00488785,0.043486383,0.004722219,112000,89600,222.9854819,29.15008432,213.8698232,28.32018154
1000052,1000051,2.076053699,1.066596452,0.018545078,0.879005319,0.017926961,112000,89600,4415.340078,110.5988449,4323.019215,107.4500962
1000053,480,3.443996329,2.818126865,0.030764705,1.990338331,0.029741732,537600.0213,537600.0213,11666.06964,183.4740671,9788.644723,178.2505612
1000054,1000053,3.315248548,0.029614621,3.014436643,0.028629752,2.487907029,537600.0213,537600.0213,176.6152099,12478.72417,171.5869756,12235.72777
1000055,1000054,2.430109425,1.061914767,0.021707805,0.875577934,0.020984902,112000,89600,4395.959523,129.4606664,4306.16307,125.7749218
1000056,1000055,1.673717699,8.072455333,0.030970777,6.794228843,0.062380184,112000,89600,33417.17056,180.9070189,33414.56628,373.8207362
1100001,1100010,1.239194849,1.148464296,0.005084689,0.948323993,0.004607719,537600.0213,537600.0213,4754.244613,30.32398609,4663.934031,27.66317396
1100005,1100006,4.280855178,2.106483852,0.017565289,1.57716335,0.015938564,134400.0054,107520.0043,8720.113926,104.7555943,7756.616817,95.56369733
1100005,1100004,2.381829151,1.921531926,0.062626569,1.359456167,0.106324641,537600.0213,537600.0213,7954.476979,365.8153583,6685.915283,635.7557548
1100006,1100009,0.756391678,0.49487653,0.003103641,0.408019421,0.002809172,492800.0108,492800.0108,2048.617519,18.50944647,2006.672512,16.88531435
1100006,1100015,0.096560638,0.02442102,0.001420874,0.020118721,0.001394739,134400.0054,107520.0043,101.0945706,8.473784355,98.94560338,8.371222896
1100008,1100001,1.078260507,0.106145131,0.00442434,0.085692154,0.004008203,537600.0213,537600.0213,439.4040989,26.3858074,421.4412164,24.07055517
1100008,486,2.349642301,0.009641098,0.65390292,0.008744377,0.538581752,537600.0213,537600.0213,57.4974311,2706.931721,52.4522546,2648.788661
1100009,1100014,1.384035863,0.681030431,0.005679003,0.509900741,0.005147283,492800.0108,492800.0108,2819.230226,33.86834951,2507.733093,30.89653324
1100010,1100011,1.448409562,0.038083723,3.644563984,0.064656594,3.00208188,492800.0108,492800.0108,222.4552768,15087.23322,386.6082141,14764.4812
1100010,1100013,0.708111356,1.059323155,0.002905536,0.876433495,0.002629317,537600.0213,537600.0213,4385.231145,17.32799239,4310.370741,15.80752828
1100011,1100004,1.239194849,0.032582741,1.606086288,0.055317205,1.32388809,537600.0213,537600.0213,190.3228481,6648.64124,330.7648058,6510.988586
